1,10分
2,5分
3,666
4,牛
5,ok
6,OK
7,哀婉
8,哀艳
9,挨边
10,矮墩墩
11,蔼然可亲
12,爱不忍释
13,爱不释手
14,爱戴
15,爱抚
16,爱国
17,爱国心
18,爱好
19,爱好和平
20,爱护
21,爱怜
22,爱恋
23,爱慕
24,爱情
25,爱人如己
26,爱上
27,爱屋及乌
28,爱惜
29,爱心
30,爱憎分明
31,安安静静
32,安安稳稳
33,安定
34,安定团结
35,安顿
36,安分
37,安分守己
38,安好
39,安和乐利
40,安静
41,安静的
42,安居
43,安居乐业
44,安康
45,安可
46,安澜
47,安乐
48,安乐窝
49,安谧
50,安眠
51,安命
52,安宁
53,安宁的
54,安全
55,安全的
56,安然
57,安然无事
58,安然无恙
59,安如磐石
60,安如泰山
61,安身
62,安身立命
63,安生
64,安适
65,安适的
66,安睡
67,安泰
68,安恬
69,安妥
70,安外
71,安慰
72,安稳
73,安闲
74,安详
75,安详的
76,安祥
77,安心
78,安逸
79,安逸的
80,安於
81,谙练
82,岸然
83,按期
84,按时
85,昂昂
86,昂藏
87,昂奋
88,昂然
89,昂扬
90,盎然
91,遨游
92,翱翔
93,傲骨
94,傲然
95,奥博
96,奥秘
97,奥妙
98,奥旨
99,八面威风
100,巴不得
101,巴结
102,巴望
103,拔萃
104,拔翠
105,拔刀相助
106,拔尖
107,拔尖儿
108,拔举
109,拔冗
110,拔俗
111,拔擢
112,把关
113,把牢
114,把稳
115,把握
116,把细
117,霸气
118,白璧微瑕
119,白璧无瑕
120,白璧无暇
121,白金
122,白净
123,白皙
124,白纸黑字
125,百倍
126,百不一失
127,百读不厌
128,百废俱兴
129,百里挑一
130,百炼成钢
131,百听不厌
132,百无一失
133,百依百顺
134,百折不回
135,百折不挠
136,摆好
137,摆平
138,拜拜
139,拜别
140,拜祷
141,拜读
142,拜访
143,拜服
144,拜贺
145,拜候
146,拜会
147,拜恳
148,拜聆
149,拜领
150,拜请
151,拜认
152,拜识
153,拜托
154,拜望
155,拜谒
156,班班
157,班配
158,般配
159,颁布
160,颁赐
161,颁发
162,颁赏
163,颁示
164,斑斓
165,板板正正
166,板实
167,板正
168,半公开
169,半透明
170,伴侣
171,伴陪
172,伴送
173,伴随
174,帮补
175,帮扶
176,帮教
177,帮忙
178,帮手
179,帮助
180,榜首
181,榜样
182,磅礴
183,包涵
184,包容
185,包准
186,褒奖
187,褒美
188,褒扬
189,褒义
190,褒誉
191,饱满
192,饱学
193,饱雨
194,宝爱
195,宝宝
196,宝贝
197,宝藏
198,宝刀
199,宝地
200,宝典
201,宝贵
202,宝贵的
203,宝号
204,宝盒
205,宝货
206,宝剑
207,宝眷
208,宝库
209,宝山
210,宝石
211,宝书
212,宝塔
213,宝物
214,宝重
215,宝座
216,保不定
217,保不齐
218,保不住
219,保存良好
220,保护
221,保皇
222,保荐
223,保健
224,保洁
225,保密
226,保全
227,保释
228,保送
229,保卫
230,保鲜
231,保险
232,保养
233,保佑
234,保障
235,保证
236,保值
237,保质
238,保重
239,保准
240,报偿
241,报酬
242,报答
243,报答的
244,报德
245,报恩
246,报功
247,报国
248,报奖
249,报捷
250,报喜
251,报效
252,报谢
253,抱负
254,爆满
255,悲怜
256,悲悯
257,悲壮
258,备细
259,备至
260,倍儿棒
261,被喜爱
262,被喜爱的
263,辈出
264,蓓蕾
265,奔驰
266,奔放
267,奔赴
268,奔流
269,奔腾
270,本分
271,本份
272,本领
273,本色
274,本事
275,本着良心
276,本质
277,笨鸟先飞
278,迸发
279,逼肖
280,逼真
281,逼真的
282,逼真地
283,鼻祖
284,比肩
285,比较低
286,比较好
287,比较宽
288,比较爽的
289,比较足
290,比美
291,比翼
292,笔触
293,笔锋
294,笔耕
295,笔力
296,笔立
297,笔势
298,笔挺
299,笔意
300,笔直
301,必备
302,必不可少
303,必得
304,必定
305,必恭必敬
306,必然
307,必须
308,必需
309,必要
310,毕恭毕敬
311,毕力
312,毕生
313,毕肖
314,闭月羞花
315,裨益
316,碧澄
317,碧空
318,碧蓝
319,碧落
320,碧绿
321,碧血
322,碧油油
323,避开
324,避免
325,髀肉复生
326,璧还
327,璧人
328,璧谢
329,璧赵
330,边式
331,编订
332,编修
333,编著
334,编撰
335,编纂
336,鞭辟近里
337,鞭辟入里
338,忭跃
339,变得较好
340,变好
341,变化无穷
342,变平静
343,变清
344,变通
345,便当
346,便捷
347,便利
348,便利的
349,便民
350,便宜
351,便于
352,遍历
353,辩才
354,辩证
355,标兵
356,标定
357,标致
358,标致的
359,标准
360,标准的
361,标准化
362,彪柄
363,彪炳
364,彪炳春秋
365,彪炳千古
366,彪炳史册
367,彪悍
368,彪形
369,彪壮
370,骠勇
371,飙升
372,表观
373,表里如一
374,表里一致
375,表率
376,表示赞成
377,表现突出
378,表扬
379,表彰
380,别才
381,别材
382,别具匠心
383,别具一格
384,别开生面
385,别趣
386,别有风味
387,别有情趣
388,别致
389,别致的
390,宾馆
391,宾客
392,宾礼
393,宾朋
394,彬彬
395,彬彬有礼
396,缤纷
397,摈弃
398,冰肌玉骨
399,冰清玉洁
400,冰释
401,冰心
402,冰雪聪明
403,兵家
404,兵强马壮
405,秉承
406,秉持公正
407,秉公
408,秉正
409,秉直
410,炳耀
411,禀呈
412,禀承
413,禀赋
414,并行不悖
415,并驾齐驱
416,并肩
417,并进
418,并力
419,并茂
420,并辔
421,并世
422,并重
423,波光粼粼
424,波澜
425,波澜壮阔
426,播扬
427,伯乐
428,勃勃
429,勃勃生机
430,勃发
431,勃然
432,勃兴
433,博爱
434,博爱的
435,博爱者
436,博采
437,博达
438,博大
439,博大精深
440,博古
441,博古通今
442,博览
443,博洽
444,博识
445,博闻
446,博闻广识
447,博闻强记
448,博学
449,博学多才
450,博学多能
451,博学多闻
452,博雅
453,博引
454,搏大精深
455,补充
456,补济
457,补救
458,补台
459,补养
460,补遗
461,补正
462,补助
463,补足
464,补足的
465,不暴力
466,不卑不亢
467,不变
468,不憋屈
469,不耻下问
470,不错
471,不错眼
472,不錯
473,不大不小
474,不大离
475,不大离儿
476,不担心
477,不惮其烦
478,不到
479,不掉面子
480,不丢人
481,不动摇
482,不动摇的
483,不乏
484,不凡
485,不凡的
486,不凡的人
487,不费劲
488,不费力
489,不敢当
490,不苟
491,不苟言笑
492,不含糊
493,不含糊的
494,不慌不忙
495,不慌忙
496,不慌忙的
497,不会腐败
498,不会弄错
499,不会拥挤
500,不惑
501,不挤
502,不加区别
503,不加渲染
504,不加掩饰
505,不假
506,不简单
507,不骄不躁
508,不觉得挤
509,不觉得累
510,不咎既往
511,不拘泥
512,不拘泥的
513,不亢不卑
514,不可否认
515,不可或缺
516,不可名状
517,不可侵犯
518,不可缺
519,不可缺少
520,不可思议
521,不愧
522,不赖
523,不离儿
524,不吝
525,不落窠臼
526,不落俗套
527,不谋私利
528,不难
529,不难看
530,不偏不倚
531,不迫
532,不屈
533,不屈不挠
534,不屈不饶
535,不屈服
536,不屈服的
537,不忍
538,不任性
539,不任性的
540,不容怀疑
541,不容置辩
542,不容置疑
543,不胜欣忭
544,不失为
545,不是夸张
546,不受拘束
547,不受约束
548,不俗
549,不俗气
550,不算高
551,不同
552,不同凡响
553,不同寻常
554,不为瓦全
555,不为已甚
556,不畏艰险
557,不谓
558,不无裨益
559,不无道理
560,不无小补
561,不武断
562,不惜
563,不显疲软
564,不限
565,不泄气
566,不懈
567,不懈怠
568,不朽
569,不徇私情
570,不压抑
571,不言而喻
572,不厌
573,不厌其烦
574,不厌其详
575,不遗馀力
576,不亦乐乎
577,不易疲劳
578,不拥挤
579,不庸俗
580,不用担心
581,不犹豫
582,不犹豫的
583,不渝
584,不在话下
585,不张扬
586,不争
587,不整齐
588,不知疲倦
589,不忮不求
590,不中庸
591,不自私
592,不自私的
593,布施
594,部署
595,部优
596,才分
597,才赋
598,才干
599,才高八斗
600,才华
601,才华横溢
602,才俊
603,才路
604,才略
605,才略过人
606,才买的
607,才貌
608,才名
609,才能
610,才女
611,才气
612,才气横溢
613,才情
614,才识
615,才思
616,才思敏捷
617,才调
618,才望
619,才学
620,才学兼优
621,才艺
622,才智
623,才子
624,财宝
625,财产
626,财大气粗
627,财富
628,财礼
629,财路
630,财气
631,财喜
632,财运
633,采风
634,采纳
635,彩车
636,彩绸
637,彩带
638,彩灯
639,彩虹
640,彩礼
641,彩楼
642,彩门
643,彩牌
644,彩牌楼
645,彩旗
646,彩霞
647,彩云
648,参拜
649,参加
650,参谒
651,餐风露宿
652,惨淡
653,惨烈
654,灿烂
655,灿烂的
656,灿烂夺目
657,灿亮
658,灿然
659,灿若云霞
660,粲然
661,璨然
662,苍葱
663,苍翠
664,苍古
665,苍劲
666,苍绿
667,苍茫
668,苍旻
669,苍穹
670,苍天
671,苍郁
672,沧海
673,操持
674,操劳
675,操守
676,操心
677,草创
678,草圣
679,侧重
680,恻隐
681,策略
682,策勉
683,岑寂
684,曾经沧海
685,查看
686,查明
687,查清
688,查实
689,察访
690,察觉
691,差不多
692,搀扶
693,婵蝉
694,婵娟
695,婵媛
696,缠绵
697,蝉联
698,潺潺
699,产量多
700,产量多的
701,阐发
702,阐明
703,阐述
704,阐扬
705,忏悔
706,昌隆
707,昌明
708,昌盛
709,昌盛的
710,尝鲜
711,常规
712,偿清
713,徜徉
714,嫦娥
715,敞开
716,敞开儿
717,敞口
718,敞快
719,敞阔
720,敞亮
721,畅达
722,畅行
723,畅怀
724,畅快
725,畅茂
726,畅适
727,畅抒
728,畅顺
729,畅谈
730,畅谈的
731,畅通
732,畅旺
733,畅销
734,畅叙
735,畅饮
736,畅游
737,倡导
738,倡始
739,倡首
740,倡议
741,唱酬
742,唱喏
743,绰绰有余
744,绰约
745,绰约多姿
746,超拔
747,超产
748,超常
749,超尘拔俗
750,超大
751,超等
752,超凡
753,超凡技术
754,超凡入圣
755,超凡脱俗
756,超好
757,超级
758,超绝
759,超绝尘寰
760,超伦
761,超迈
762,超前
763,超群
764,超群绝伦
765,超人
766,超俗
767,超俗绝世
768,超脱
769,超逸
770,超越
771,超卓
772,超擢
773,朝拜
774,朝贺
775,朝晖
776,朝气
777,朝气勃勃
778,朝气蓬勃
779,朝思暮想
780,朝霞
781,朝阳
782,潮流
783,车水马龙
784,彻底
785,彻亮
786,彻悟
787,澈底
788,沉厚
789,沉寂
790,沉静
791,沉思
792,沉稳
793,沉雄
794,沉毅
795,沉勇
796,沉鱼落雁
797,沉着
798,沉挚
799,晨曦
800,称道
801,称号
802,称贺
803,称快
804,称美
805,称庆
806,称赏
807,称身
808,称颂
809,称叹
810,称羡
811,称谢
812,称心
813,称心如意
814,称心如愿
815,称雄
816,称许
817,称扬
818,称意
819,称誉
820,称愿
821,称赞
822,称职
823,撑台面
824,撑腰
825,成才
826,成材
827,成功
828,成功的
829,成果
830,成绩
831,成就
832,成立
833,成名
834,成气候
835,成器
836,成趣
837,成全
838,成仁
839,成事
840,成熟
841,成熟的
842,成诵
843,成为
844,成效
845,成章
846,成长
847,呈报
848,呈递
849,呈请
850,呈文
851,呈现
852,呈献
853,呈祥
854,呈正
855,呈政
856,诚笃
857,诚服
858,诚恳
859,诚恳的
860,诚朴
861,诚实
862,诚实的
863,诚心
864,诚心诚意
865,诚心敬意
866,诚意
867,诚挚
868,诚挚的
869,承担
870,承教
871,承蒙
872,承诺
873,承平
874,承情
875,承认
876,承头
877,承望
878,承应
879,乘风破浪
880,乘龙
881,澄碧
882,澄彻
883,澄澈
884,澄净
885,澄空
886,澄明
887,澄清
888,骋怀
889,骋目
890,吃醋
891,吃得开
892,吃得来
893,吃得消
894,吃得住
895,吃苦
896,吃苦耐劳
897,吃香
898,痴痴
899,痴狂
900,痴恋
901,痴迷
902,痴情
903,痴心
904,痴心不改
905,痴心妄想
906,驰骋
907,驰名
908,驰念
909,驰思
910,驰誉
911,持久
912,持久的
913,持平
914,持正不阿
915,持之以恒
916,持之有故
917,持重
918,叱咤风云
919,赤忱
920,赤诚
921,赤胆
922,赤胆忠心
923,赤金
924,赤裸
925,赤裸裸
926,赤色
927,赤心
928,赤子
929,炽烈
930,炽热
931,炽盛
932,冲锋
933,冲锋陷阵
934,冲劲
935,冲破
936,冲杀
937,冲霄
938,冲要
939,充畅
940,充分
941,充份
942,充份的
943,充满
944,充满深情
945,充沛
946,充实
947,充溢
948,充盈
949,充裕
950,充足
951,充足的
952,憧憬
953,崇拜
954,崇奉
955,崇高
956,崇敬
957,崇尚
958,崇信
959,崇仰
960,宠爱
961,宠爱的
962,宠幸
963,绸缪
964,酬报
965,酬宾
966,酬唱
967,酬答
968,酬对
969,酬和
970,酬金
971,酬劳
972,酬谢
973,酬应
974,酬酢
975,愁云
976,筹办
977,筹备
978,筹措
979,筹划
980,筹集
981,筹建
982,筹借
983,筹谋
984,筹募
985,筹拍
986,筹商
987,筹议
988,踌躇
989,踌躇满志
990,出尘
991,出乎意料
992,出尖
993,出口不凡
994,出口成章
995,出蓝
996,出类拔萃
997,出名
998,出名的
999,出人意表
1000,出色
1001,出色的
1002,出身高贵
1003,出身名门
1004,出神
1005,出神的
1006,出神入化
1007,出手不凡
1008,出手大方
1009,出头
1010,出息
1011,出现
1012,出线
1013,出以公心
1014,出迎
1015,出众
1016,出众的
1017,初度
